epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,1948.27,0.92689,0.48219,0.96196,0.81258,0.88688,0.88979,0.65148,0.95133,0.49037,1.00586,0.000755447,0.000755447,0.000755447
79,1972.37,0.94305,0.48486,0.95672,0.89218,0.82438,0.88202,0.65944,0.90161,0.47808,0.98711,0.000747342,0.000747342,0.000747342
80,1996.84,0.92762,0.47936,0.95842,0.82351,0.92687,0.90126,0.67443,0.90673,0.43099,0.99943,0.000739192,0.000739192,0.000739192
81,2021.32,0.94279,0.48979,0.96014,0.89273,0.83738,0.89929,0.68121,0.92438,0.49726,0.98765,0.000730997,0.000730997,0.000730997
82,2046.66,0.92615,0.48012,0.95662,0.86765,0.82487,0.86996,0.66155,0.89101,0.5337,0.97255,0.000722761,0.000722761,0.000722761
83,2071.14,0.93022,0.47326,0.95576,0.81935,0.8439,0.87394,0.66486,0.90792,0.52754,0.97796,0.000714485,0.000714485,0.000714485
84,2097.58,0.92338,0.47036,0.95548,0.78507,0.91379,0.89981,0.67703,0.89434,0.52658,0.98717,0.000706171,0.000706171,0.000706171
85,2123.46,0.9241,0.47057,0.95516,0.78433,0.84754,0.83334,0.62316,0.90493,0.64805,0.99344,0.000697821,0.000697821,0.000697821
86,2147.33,0.92772,0.47236,0.95514,0.76131,0.83855,0.81251,0.62526,0.91722,0.68141,0.97475,0.000689437,0.000689437,0.000689437
87,2171.15,0.92833,0.47281,0.95666,0.85601,0.78921,0.85092,0.66388,0.8835,0.52517,0.97327,0.000681022,0.000681022,0.000681022
88,2195.47,0.92005,0.47035,0.94984,0.81116,0.88842,0.90589,0.67581,0.92813,0.52447,0.99093,0.000672577,0.000672577,0.000672577
89,2218.89,0.91524,0.46547,0.9599,0.80713,0.93632,0.90014,0.68271,0.90592,0.48942,0.98823,0.000664104,0.000664104,0.000664104
90,2242.89,0.92166,0.46683,0.95357,0.80345,0.87382,0.86972,0.65212,0.91335,0.48441,0.99374,0.000655607,0.000655607,0.000655607
91,2267.32,0.92085,0.46861,0.95898,0.88257,0.91792,0.92151,0.6792,0.92077,0.4508,0.9872,0.000647085,0.000647085,0.000647085
92,2292.59,0.91129,0.4623,0.95305,0.85494,0.90697,0.91231,0.68569,0.9211,0.433,1.00108,0.000638543,0.000638543,0.000638543
93,2316.71,0.89515,0.45583,0.95344,0.85016,0.87871,0.8983,0.67803,0.92221,0.47367,1.00051,0.000629981,0.000629981,0.000629981
